Linea;Partida;Dias;Hora;Minuto;Recorrido
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;lunes;19;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;lunes;19;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;lunes;20;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;lunes;20;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;lunes;21;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;lunes;21;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;5;40;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;6;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;6;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;7;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;7;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;8;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;8;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;9;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;9;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;10;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;10;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;11;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;11;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;12;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;12;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;13;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;13;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;14;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;14;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;15;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;15;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;16;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;16;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;17;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;17;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;18;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;18;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;19;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;19;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;20;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;20;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;21;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;martes;21;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;5;40;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;6;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;6;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;7;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;7;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;8;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;8;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;9;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;9;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;10;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;10;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;11;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;11;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;12;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;12;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;13;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;13;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;14;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;14;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;15;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;15;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;16;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;16;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;17;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;17;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;18;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;18;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;19;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;19;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;20;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;20;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;21;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;miercoles;21;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;5;40;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;6;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;6;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;7;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;7;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;8;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;8;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;9;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;9;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;10;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;10;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;11;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;11;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;12;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;12;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;13;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;13;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;14;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;14;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;15;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;15;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;16;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;16;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;17;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;17;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;18;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;18;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;19;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;19;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;20;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;20;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;21;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;jueves;21;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;5;40;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;6;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;6;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;7;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;7;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;8;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;8;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;9;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;9;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;10;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;10;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;11;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;11;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;12;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;12;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;13;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;13;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;14;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;14;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;15;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;15;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;16;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;16;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;17;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;17;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;18;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;18;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;19;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;19;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;20;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;20;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;21;0;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;I.C. 18;viernes;21;30;Ida: IC18, Purificacion, Cerrito, Avda Salto, Montecaseros, Benito Chain, Independencia.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;6;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;6;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;7;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;7;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;8;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;8;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;9;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;9;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;10;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;10;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;11;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;11;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;12;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;12;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;13;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;13;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;14;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;14;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;15;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;15;30;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
Linea 102 I.C. 18 - B. Chain e Independencia;Chain e Independencia;lunes;16;0;Retorno:Independencia, Avda. San Martin, Montecaseros, Avda. Soriano, Zorrilla, IC 18.
