Linea;Partida;Dias;Hora;Minuto;Recorrido
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;6;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;7;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;7;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;8;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;8;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;9;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;9;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;10;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;10;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;11;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;11;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;12;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;12;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;13;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;13;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;14;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;14;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;15;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;15;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;16;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;16;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;17;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;17;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;18;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;18;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;19;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;19;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;20;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;20;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;21;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;lunes;21;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;6;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;7;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;7;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;8;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;8;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;9;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;9;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;10;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;10;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;11;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;11;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;12;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;12;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;13;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;13;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;14;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;14;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;15;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;15;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;16;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;16;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;17;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;17;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;18;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;18;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;19;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;19;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;20;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;20;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;21;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;martes;21;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;6;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;7;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;7;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;8;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;8;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;9;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;9;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;10;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;10;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;11;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;11;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;12;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;12;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;13;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;13;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;14;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;14;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;15;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;15;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;16;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;16;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;17;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;17;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;18;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;18;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;19;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;19;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;20;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;20;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;21;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;miercoles;21;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;6;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;7;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;7;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;8;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;8;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;9;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;9;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;10;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;10;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;11;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;11;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;12;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;12;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;13;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;13;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;14;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;14;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;15;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;15;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;16;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;16;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;17;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;17;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;18;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;18;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;19;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;19;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;20;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;20;30;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
Linea 101 Barrio Obrero - Aduana;B. Obrero;jueves;21;0;Ida: R. Nolla, Ayacucho, Proy. 89, Parana, E. Chaplin, R. Argentina, Bulevar, Florida, Z. Michelini, Avda. Brasil, Garzon. 
